track_id,artist_id
5XcZRgJv3zMhTqCyESjQrF,3EhbVgyfGd7HkpsagwL9GS
6jfEZdUJ2Yla6h7gTJgKuo,1KCSPY1glIKqW2TotWuXOR
0pLmfgIANOX9FB9uZDU43x,05oH07COxkXKIMt6mIPRee
4Tt6GiWS2V9sQjZjS2xjp2,2oX42qP5ineK3hrhBECLmj
1txNotaGMAx0ihqiOHDVan,6YROFUbu5zRCHi2xkir5pk
18hEUtGndAT0vzSTHCKFt4,6GI52t8N5F02MxU0g5U69P
24r9lkO9G0fs4IVKrFswsh,7d7q5Y1p2QWS4QRAhTQR5E
6ZOBP3NvffbU4SZcrnt1k6,2RTUTCvo6onsAnheUk3aL9
255k7GWdOau9yOsewX85lg,67ea9eGLXYMsO2eYQRui3w
1YhyOTcVjHe73cm6tYrHkA,0GByy3DcfbQwDvXGCWmzv9
31dqpLUModJWNbxrXu6TWd,6ZLTlhejhndI4Rh53vYhrY
4sf2L157iEgAR7yrCNLgSq,2kucQ9jQwuD8jWdtR9Ef38
0VT92NpeFnDL75mw4y5bMo,7eRORqxEbt7ftbaaWP0k5v
4TUXslKXzHrb3z8x0cbMiQ,6bJUzb3mLEYCkTAp7eNJgO
4TYGRmJKJFJrxDubfzsBf0,2JyxVsEiD9HVRM7CtFaLCK
6xoHjRpW2oN3rHLOY1Xda3,4t52ndk0OkAxtb4vMDLPhe
7skXVFIQNnTNwBhhCYMKbn,1iBpJEBrSFXCtPOc5OUZiY
75ZvA4QfFiZvzhj2xkaWAh,246dkjvS1zLTtiykXe5h60
0Nk7bSn0MItonkR0GNs3mj,4AcHt3JxKy59IX7JNNlZn4
7iYRaSCuKUGs13JP8V2xvk,01Ppu7N8uYJI8SAONo2YZA
0EcQcdcbQeVJn9fknj44Be,5JZ7CnR6gTvEMKX4g70Amv
78TdinDawX2yhF22cOSLkS,53jXEVVJtpaWVQ3ffvhDtl
5nWgEBtaRwVrCMjer1RtLm,0a1gHP0HAqALbEyxaD5Ngn
2p07VcUwRZ5sru3mJ0JogS,7vCtweS8UVAXTyau2j0rDT
0oPdaY4dXtc3ZsaG17V972,7K78lVZ8XzkjfRSI7570FF
0gAHBSy33DrN9WYwrzskoq,4hKkEHkaqCsyxNxXEsszVH
