genre
rock
other
pop
soul
other
soul
other
other
other
country
rap
other
other
classic
pop
pop
country
other
other
rock
other
other
classic
classic
other
other
other
other
rock
classic
other
other
rock
rock
other
other
other
country
other
hip
classic
pop
hip
other
rock
other
pop
classic
other
rock
pop
rap
other
other
other
pop
soul
rock
pop
soul
other
rock
hip
other
rock
other
other
classic
hip
soul
rock
pop
rock
other
hip
pop
other
other
other
rock
rap
rap
rock
classic
pop
rock
other
other
rock
