genre
rock
hip
other
other
pop
other
pop
pop
rock
other
other
classic
rock
other
soul
other
classic
hip
other
pop
rap
pop
country
rap
hip
pop
classic
other
rock
other
soul
classic
country
other
rock
rock
country
other
other
rock
rock
rap
other
pop
rock
country
other
other
pop
country
soul
soul
classic
other
rock
country
other
rock
classic
soul
other
soul
country
other
rock
hip
other
rap
hip
rap
pop
rock
other
country
rock
country
other
pop
other
other
other
hip
rock
classic
other
hip
pop
classic
soul
other
other
other
hip
pop
pop
pop
soul
rock
other
pop
hip
rock
rock
pop
other
rock
rock
rock
soul
other
other
other
pop
classic
pop
pop
rock
classic
country
other
rock
pop
other
rock
rock
rock
other
other
soul
pop
other
pop
classic
other
other
classic
rap
rock
other
country
hip
other
hip
classic
classic
country
other
other
pop
rock
country
other
pop
other
pop
hip
soul
classic
hip
rock
pop
other
hip
classic
rock
rock
other
hip
pop
classic
rock
other
soul
pop
pop
other
pop
other
pop
rock
rock
country
other
other
rap
rap
pop
other
classic
classic
rock
rock
other
other
other
pop
rock
classic
other
soul
pop
rock
hip
hip
other
other
classic
rock
pop
pop
soul
rock
rock
soul
soul
rap
rock
rock
country
classic
rock
rock
country
rap
rap
soul
rock
rock
classic
rock
rock
other
rock
rock
pop
classic
classic
other
other
pop
country
other
rock
country
hip
rock
country
hip
rock
rock
other
other
rock
rock
other
rock
pop
rap
classic
classic
classic
rock
hip
rap
other
classic
other
rock
pop
rap
rock
pop
pop
pop
rock
country
rock
rock
rock
country
pop
other
soul
pop
other
rap
rock
rock
pop
country
pop
other
rock
rock
rock
other
classic
soul
other
pop
hip
other
country
classic
classic
classic
pop
other
soul
pop
other
other
pop
other
rock
other
other
rock
hip
classic
rock
pop
other
country
soul
pop
rock
pop
soul
pop
hip
soul
rap
other
soul
hip
hip
classic
rock
other
pop
pop
country
pop
other
rap
rock
other
rock
rock
pop
rap
pop
other
other
pop
other
classic
pop
country
classic
rock
pop
rock
pop
pop
other
country
other
rock
rap
pop
country
hip
rock
soul
rock
rock
pop
other
rock
rap
hip
classic
rock
soul
rock
classic
other
pop
rock
other
other
rock
rock
rap
other
pop
pop
classic
pop
rock
rock
pop
pop
rock
pop
rock
hip
pop
soul
other
other
hip
pop
hip
pop
other
other
other
hip
other
other
rock
hip
other
other
hip
other
pop
classic
other
other
classic
other
rock
rock
rock
classic
rock
pop
hip
other
pop
other
soul
hip
rap
country
pop
rock
soul
rock
country
rock
rock
classic
classic
pop
rock
other
other
hip
country
country
other
other
other
rock
pop
hip
other
other
classic
other
rock
country
pop
classic
other
other
rock
rock
rock
pop
rock
other
rock
pop
rock
soul
soul
pop
pop
other
classic
other
rap
classic
other
rock
classic
rock
rock
other
pop
classic
soul
classic
soul
other
rock
soul
pop
country
soul
other
classic
other
hip
soul
pop
pop
rock
pop
rock
soul
pop
classic
soul
soul
other
other
rock
other
rock
other
classic
classic
rock
other
rock
other
other
classic
other
soul
pop
soul
rock
pop
other
other
rock
other
pop
pop
rock
other
pop
other
other
other
other
pop
country
rock
pop
country
rock
other
pop
other
soul
rock
pop
classic
pop
hip
other
other
other
rock
other
pop
pop
pop
rock
rock
other
other
pop
pop
other
hip
other
classic
other
other
hip
soul
pop
pop
rock
pop
soul
hip
classic
rock
other
soul
pop
other
country
other
pop
other
other
pop
other
soul
rock
pop
rap
soul
classic
hip
soul
rock
pop
other
rock
rock
other
other
other
other
other
pop
country
pop
pop
pop
pop
pop
rock
other
pop
other
rock
country
rap
country
hip
pop
rap
other
other
other
hip
hip
other
rock
other
pop
pop
other
other
rock
classic
pop
pop
pop
rock
pop
rock
pop
rock
other
classic
other
country
soul
pop
other
rock
rock
other
classic
rock
other
rock
other
pop
soul
rap
pop
hip
other
other
country
country
pop
rock
pop
pop
pop
other
rock
rock
other
other
pop
pop
rock
soul
other
other
other
other
rock
hip
hip
rock
hip
other
rock
pop
pop
soul
other
hip
hip
rock
rock
classic
pop
other
other
soul
other
other
pop
other
pop
other
pop
other
pop
pop
other
rock
classic
rock
rap
pop
pop
rap
rap
other
rock
other
classic
other
hip
other
other
rock
other
rock
soul
pop
rock
rock
pop
hip
other
pop
other
soul
pop
rap
country
other
country
other
rap
pop
other
rock
pop
country
rock
soul
soul
other
other
other
pop
other
other
classic
rock
pop
other
other
rock
hip
hip
other
other
other
classic
pop
pop
pop
rock
classic
rock
other
country
other
hip
pop
classic
other
hip
classic
other
other
other
rock
other
pop
rock
other
other
classic
other
other
other
country
rock
other
hip
pop
pop
other
classic
classic
country
pop
pop
classic
country
rock
other
other
other
pop
pop
other
hip
hip
other
other
soul
other
classic
country
rock
rock
rock
other
classic
other
pop
soul
other
other
pop
country
other
rock
rock
soul
hip
soul
other
pop
soul
rock
other
pop
soul
soul
other
other
other
other
country
classic
pop
other
soul
other
hip
pop
pop
country
country
other
classic
other
other
other
rock
pop
soul
other
rap
country
hip
soul
soul
other
other
classic
classic
classic
soul
rock
rock
pop
other
other
other
other
rap
hip
other
other
country
other
classic
other
other
classic
pop
rap
soul
rock
hip
rap
rock
pop
classic
rap
soul
pop
rock
country
other
other
other
rock
other
soul
country
other
country
rock
rock
country
country
other
other
rock
rock
pop
hip
hip
rap
rock
rock
hip
pop
other
soul
rock
other
other
rap
country
other
other
other
other
classic
other
pop
other
rock
soul
pop
soul
other
rock
other
other
country
classic
other
pop
rock
other
other
other
other
rap
rap
other
other
other
other
soul
classic
other
classic
rock
other
other
other
country
other
rock
pop
rock
classic
other
country
country
country
rap
classic
other
pop
other
other
other
rap
rock
rock
classic
rock
classic
soul
country
hip
rock
country
other
other
other
other
other
pop
other
other
rock
other
hip
pop
other
other
other
pop
other
pop
other
other
rock
rock
other
other
pop
rock
rap
country
pop
pop
classic
classic
pop
classic
other
rock
other
rock
other
rap
pop
rock
other
soul
other
other
rock
classic
hip
other
other
pop
pop
other
other
soul
other
other
country
country
rock
country
classic
pop
hip
pop
country
other
rock
other
rock
hip
other
pop
other
classic
other
rock
country
hip
soul
other
pop
pop
classic
pop
classic
classic
other
pop
classic
pop
other
other
pop
other
country
other
other
other
rock
hip
pop
rock
rap
other
rock
other
rock
other
rock
pop
soul
rock
other
other
pop
other
other
pop
soul
classic
other
pop
pop
other
other
country
classic
country
rock
other
other
hip
soul
rock
country
country
pop
classic
hip
pop
pop
soul
rap
soul
pop
rock
pop
other
other
rock
pop
hip
other
soul
other
classic
pop
pop
other
other
pop
pop
pop
other
pop
other
rock
soul
rock
pop
rock
other
pop
hip
pop
rock
country
other
country
pop
country
country
pop
rap
pop
pop
pop
other
rock
country
pop
hip
pop
classic
pop
other
pop
other
classic
pop
classic
other
hip
rock
other
other
country
hip
country
other
other
soul
pop
other
other
pop
rock
soul
rock
other
classic
other
other
country
hip
other
pop
other
classic
rock
country
rock
pop
pop
rock
country
rock
pop
rock
rap
hip
other
pop
pop
other
other
country
pop
country
classic
classic
pop
other
pop
pop
hip
country
hip
other
pop
soul
other
country
other
rap
pop
other
country
classic
pop
country
country
pop
other
classic
other
rap
pop
other
other
other
pop
other
classic
classic
pop
country
pop
classic
other
rock
other
other
pop
pop
classic
classic
classic
other
classic
classic
rock
pop
hip
pop
pop
other
soul
other
rock
rock
classic
country
other
country
pop
country
pop
country
hip
pop
pop
pop
pop
hip
other
hip
other
other
other
other
rock
rock
other
rap
other
pop
pop
other
other
other
other
other
rock
rock
pop
pop
pop
pop
pop
soul
pop
other
classic
rock
hip
hip
classic
pop
rock
rock
rap
classic
pop
soul
rock
other
rap
other
pop
pop
pop
pop
rock
rap
classic
soul
rock
pop
country
other
pop
pop
pop
country
pop
rock
hip
other
other
soul
pop
rock
rock
pop
rock
other
pop
rock
pop
rock
soul
classic
pop
pop
other
classic
rock
rock
other
pop
soul
rock
hip
classic
soul
other
hip
country
soul
rock
classic
rock
pop
classic
rap
rock
other
other
other
classic
other
rock
rock
classic
pop
rock
classic
pop
other
country
classic
classic
pop
rock
country
classic
pop
hip
country
classic
rock
classic
country
country
classic
soul
hip
rock
country
pop
pop
country
soul
other
other
other
hip
country
classic
rock
other
classic
rock
classic
soul
soul
country
other
pop
country
pop
country
pop
other
classic
pop
pop
rock
pop
country
other
other
rock
other
rock
other
other
pop
pop
rock
rock
country
other
pop
pop
rock
other
other
hip
classic
pop
country
rock
pop
soul
other
pop
rock
pop
classic
pop
other
classic
pop
rock
other
pop
pop
soul
rock
rock
classic
other
pop
rock
pop
rock
pop
country
soul
pop
other
other
pop
rock
classic
pop
other
other
other
country
rock
pop
pop
pop
pop
soul
classic
hip
other
other
classic
pop
rap
hip
hip
other
classic
rock
pop
pop
rock
rap
pop
other
pop
other
country
pop
soul
pop
rock
hip
rap
rap
rock
other
pop
other
other
classic
rock
pop
pop
rap
rap
rock
rap
hip
pop
rap
rock
other
rock
hip
rock
rock
rock
country
soul
hip
rock
rock
country
rock
pop
rap
rock
rock
rock
rock
rock
other
other
pop
rock
other
country
rock
rap
rap
other
other
rock
classic
country
other
classic
rock
classic
other
other
hip
hip
rock
hip
hip
classic
pop
pop
other
other
soul
hip
other
rock
pop
rock
pop
rock
pop
country
country
hip
country
country
pop
other
soul
other
pop
pop
pop
classic
pop
hip
other
other
soul
soul
rock
classic
other
other
other
other
other
classic
hip
rock
classic
rock
rock
country
soul
rock
classic
rock
rock
other
other
pop
rock
country
rock
pop
classic
rap
rock
rock
pop
classic
other
pop
hip
rap
pop
country
rock
country
pop
hip
pop
hip
pop
pop
pop
pop
hip
rock
classic
classic
country
pop
pop
pop
rock
pop
pop
other
other
hip
hip
other
country
other
hip
pop
classic
rock
soul
country
country
hip
rock
pop
rock
hip
pop
other
other
rap
other
other
other
other
other
classic
pop
other
pop
rock
rock
pop
pop
soul
other
pop
pop
other
other
other
rock
other
pop
soul
pop
hip
rock
pop
hip
rap
pop
other
other
pop
pop
classic
other
classic
classic
other
pop
country
other
pop
other
rock
rap
country
country
rock
country
rap
rock
country
other
pop
other
other
other
pop
other
classic
other
pop
other
other
classic
rock
classic
other
other
hip
rock
rock
other
rock
other
other
rock
hip
rock
soul
rock
pop
other
country
other
soul
other
pop
classic
other
pop
other
other
country
rock
other
classic
other
other
other
rap
rock
pop
hip
other
country
soul
other
pop
classic
rock
other
hip
rock
other
pop
other
hip
pop
pop
hip
soul
pop
soul
rock
pop
soul
rock
pop
pop
other
pop
other
other
hip
hip
soul
pop
rock
other
other
other
pop
other
pop
pop
pop
pop
pop
classic
classic
hip
rap
hip
country
other
rock
pop
country
rock
rock
pop
pop
pop
rap
soul
classic
pop
rock
soul
other
other
country
other
other
rock
rock
rock
other
other
pop
other
pop
country
other
rock
pop
rap
classic
pop
country
rock
rap
rock
pop
other
pop
pop
hip
other
pop
hip
pop
pop
other
other
other
other
other
other
other
soul
other
pop
pop
rock
rock
pop
pop
other
classic
pop
classic
classic
classic
pop
other
rock
pop
country
country
rap
other
rock
other
country
classic
soul
other
country
other
pop
rock
pop
hip
soul
other
soul
other
pop
rap
country
other
other
rap
pop
rock
pop
hip
pop
pop
pop
other
rock
pop
other
pop
country
rock
other
other
country
rock
classic
classic
rock
classic
pop
rap
other
other
rock
soul
hip
pop
country
hip
classic
other
country
pop
other
pop
rock
classic
rock
country
pop
other
rock
other
pop
hip
other
rock
pop
soul
rock
pop
pop
other
classic
other
rock
other
pop
country
hip
soul
pop
other
rock
rock
pop
rock
other
other
country
other
pop
classic
pop
soul
rock
rock
hip
pop
other
classic
classic
soul
pop
rap
classic
country
classic
rock
pop
pop
rock
other
rock
other
pop
soul
rock
soul
other
rock
pop
rock
pop
other
other
pop
other
other
pop
other
pop
rap
hip
hip
rock
rock
other
classic
rock
rock
other
country
classic
hip
classic
other
hip
pop
other
rock
hip
pop
country
other
rock
other
pop
pop
pop
classic
pop
hip
other
country
pop
rock
other
other
rock
other
country
hip
country
hip
pop
other
classic
soul
rock
soul
pop
other
rock
rock
other
classic
rock
rap
other
other
other
other
classic
other
other
pop
other
other
other
classic
rock
rock
pop
pop
soul
other
rap
country
classic
pop
country
other
rock
other
other
rock
classic
rap
soul
pop
other
other
classic
other
pop
country
classic
pop
other
rock
pop
other
pop
other
other
rock
pop
rock
other
country
other
classic
other
other
soul
rock
pop
other
other
rock
pop
other
pop
rock
rock
rock
other
country
other
other
pop
rock
classic
other
rock
pop
pop
hip
soul
other
other
pop
other
country
rock
classic
classic
other
rock
other
rock
country
other
other
other
rock
pop
soul
rock
rock
pop
other
pop
pop
other
classic
rock
other
other
soul
classic
rock
classic
pop
other
pop
other
pop
pop
rock
other
rap
classic
rock
other
soul
other
rock
other
other
other
other
other
classic
other
rock
hip
pop
rock
rock
other
pop
hip
rock
soul
classic
pop
other
country
pop
other
hip
rock
rock
hip
hip
other
pop
rock
other
soul
other
other
country
rock
pop
rock
other
rock
other
classic
pop
country
other
classic
other
country
hip
soul
pop
rock
soul
pop
rap
country
rap
pop
other
other
rock
classic
other
pop
other
soul
other
pop
soul
soul
rock
classic
rock
rock
rock
hip
classic
other
pop
country
pop
rock
other
rock
other
other
hip
pop
classic
other
rock
other
other
country
pop
other
other
country
pop
other
other
other
rock
classic
pop
rock
rock
hip
country
other
other
other
other
other
classic
other
classic
other
other
country
other
other
other
hip
other
other
classic
soul
rock
other
other
other
rock
hip
rap
country
other
classic
other
pop
pop
pop
pop
other
other
rock
rock
pop
pop
other
soul
other
country
other
other
classic
rock
classic
pop
hip
other
country
pop
other
rock
other
rock
other
