"year","acousticness","danceability","energy","instrumentalness","liveness","loudness","mode","speechiness","valence","popularity","genre","duration_min","duration_sec"
2000,0.0856,49.8,78.9,0.000583,10.4,-5.724,"major",3.19,45.5,67,"pop",2,44
1999,2.3,52.6,74.9,0.000176,6.92,-6.964,"major",2.83,42.1,85,"pop",3,29
1974,5.63,57.8,84.8,0.426,9.63,-6.842,"major",2.61,77.9,58,"rock",4,24
1974,11.4,60.2,37.5,0.000186,8.15,-12.308,"major",3.29,81.5,33,"rock",2,25
1972,5.31,58.3,83.3,0.00557,16,-8.29,"major",3.43,81,61,"rock",3,3
1980,0.0468,91.5,59.1,83.3,9.38,-8.865,"major",5.97,31.5,63,"other",3,55
1984,13.8,61.7,86,0.000932,65.3,-4.548,"minor",8.96,73.9,52,"rock",4,20
1990,38.4,67.9,77.3,0.00352,16.1,-7.997,"major",2.92,71.4,38,"rock",4,22
1983,13.8,61.7,86,0.000932,65.3,-4.548,"minor",8.96,73.9,52,"rock",4,20
1984,10.7,55.4,88.8,0,29.1,-6.664,"major",8.7,82,59,"rock",4,27
1993,4.23,54.2,79.3,0.000395,8.14,-8.203,"major",5.3,70.8,72,"rock",4,17
1985,40.7,74.1,83.8,0,13.8,-7.622,"minor",6.37,58.6,57,"rock",4,18
1993,1.31,47.2,65.2,0.00112,14,-10.171,"minor",3.05,40.1,75,"rock",5,40
1983,4.33,69.1,81.2,0.000116,29.9,-7.772,"major",5.58,68.5,76,"rock",3,41
1976,7.82,78.5,62,12.8,4.78,-11.878,"major",4.97,88.3,21,"soul",4,47
1968,53.7,32.6,54.3,0,18.4,-10.335,"major",3.79,39,41,"pop",3,0
1976,2.13,47.6,90.8,0.000382,22.3,-7.611,"minor",6.72,67.3,36,"rock",3,42
1997,1.55,62.3,77.3,0.573,9.17,-8.8,"major",2.71,80.7,48,"pop",4,6
1977,24.3,59.2,49.9,0.00932,11.6,-11.317,"major",5.31,77,24,"soul",3,27
1962,62.3,52.2,32.6,0,14,-14.08,"major",2.87,56.6,25,"soul",3,2
1962,84,75,17.3,0.0247,28.7,-15.879,"major",5.17,62.4,16,"other",2,44
2017,57.9,68.3,37.5,0,7.6,-13.056,"major",3.03,88.8,69,"other",2,16
2014,5.91,67.3,90.2,0.0262,5.58,-2.392,"major",3.46,53.8,82,"rock",3,14
1966,20.6,83.8,58.7,0.35,11.3,-9.007,"major",4.31,92.4,5,"other",2,30
1963,50.4,54.2,62.9,0.0107,47.5,-9.403,"minor",3.53,77,12,"classic",2,31
1962,26.6,67.9,86.2,0.835,11.4,-4.846,"major",4.54,96.3,13,"classic",2,28
1970,53,61.6,41.9,0,7.57,-13.42,"major",2.68,77.3,13,"soul",2,45
1972,13.2,33.1,90.6,5.02,3.76,-10.645,"major",6.51,79.9,29,"other",6,36
1982,6.46,44.7,58,0.0295,61.3,-7.836,"major",3.68,60.5,7,"other",3,20
2010,1.95,76,69.6,0,27.8,-5.811,"major",4.91,90.3,67,"other",3,26
2009,1.95,76,69.6,0,27.8,-5.811,"major",4.91,90.3,67,"other",3,26
2006,0.281,63.3,97.6,0.00129,38.2,-5.362,"major",5.19,49.3,77,"other",3,17
1970,0.585,57.7,85.3,0.699,6.12,-8.097,"minor",11.2,88.2,40,"classic",2,52
1967,10.4,72.6,52.4,0.0128,6.37,-9.769,"major",4.01,86.7,17,"classic",2,42
2021,40.7,84.9,70.1,0,11.2,-4.407,"minor",6,50.5,70,"other",4,22
1973,12.1,65.4,38,1.03,14.6,-13.238,"major",9.24,85.1,39,"other",3,2
1968,47,51.4,64.2,70.7,8.53,-8.609,"major",3.68,66,17,"other",2,12
1972,27.1,64.1,22.4,0.209,11.6,-18.215,"minor",4.37,38.2,56,"rock",4,16
1971,9.12,34.1,42.4,4.19,5.43,-14.158,"major",2.94,56.5,55,"rock",4,38
1984,6.69,77.8,50.4,0.000154,7.52,-10.824,"minor",4.4,35.9,44,"rock",4,47
1983,22.5,69.2,71.1,0,12,-7.498,"minor",3.17,87.5,85,"rock",3,37
1988,4.62,69.7,94.5,0.00101,9.06,-4.87,"major",5.71,72,37,"rock",4,24
1986,3.92,59.3,85,0.000541,24.8,-4.271,"minor",5.82,56.7,47,"rock",4,28
2006,0.0248,54.1,96.8,0.000828,42.3,-4.129,"major",3.96,50.5,73,"other",5,12
1959,48.2,46.3,60.7,0,11.7,-10.714,"minor",2.99,96.4,35,"classic",2,27
1966,24.2,65.8,40.5,0.00657,9.43,-9.438,"major",3.56,66.6,25,"classic",2,48
1982,74.7,70.3,26.2,0.000621,6.9,-14.62,"major",3.2,24.9,19,"other",5,4
1981,27.9,73.3,52,0.021,23,-13.588,"major",2.59,85.7,28,"other",4,24
1984,19.8,81.4,55.4,0.209,3.68,-10.214,"major",3.2,83,20,"other",4,17
1997,0.00155,76.3,84.4,41.8,11.4,-7.291,"major",5.23,77.4,29,"other",3,47
1975,45.4,78.6,55.5,1.73,8.26,-10.276,"major",4.71,67.3,62,"rock",4,21
1987,2.27,67.4,91.7,0.00491,10.4,-5.593,"major",4.27,74.4,29,"rock",5,39
1995,0.143,73.2,65.6,0,7.87,-10.322,"major",18.8,56.7,39,"hip",4,21
1996,4.42,78.3,45.7,0,12.1,-9.747,"minor",18,53.9,54,"hip",4,54
1968,2.52,52.8,51.4,8.94,7.25,-11.909,"major",13.3,44,52,"rock",4,51
1968,4.56,50.1,80.2,0,54.6,-11.148,"major",5.25,93,23,"rock",4,55
2004,0.462,52.3,79.5,0,35.8,-2.92,"major",3.86,48.4,61,"pop",3,22
2004,0.136,41.4,93.6,0,36.9,-2.407,"major",7.58,74,72,"pop",4,2
2007,19.1,45.7,71.9,0,22.8,-3.921,"minor",3.23,16.8,71,"pop",4,0
2018,1.12,57.8,69.4,0,10.2,-5.351,"major",7.06,26.8,64,"pop",3,41
2003,8,45.7,40.6,0,11.7,-7.462,"major",2.91,20.8,75,"pop",3,43
2007,1.73,60,93.8,0,35.5,-3.806,"major",8.21,46.9,62,"pop",3,23
2002,5.72,58.5,77.6,0.000774,30,-5.898,"major",4.59,42.7,82,"pop",4,5
1984,8.15,71.7,78,0.0346,10.8,-7.179,"major",3.82,57.3,13,"other",4,53
1971,56.6,86.5,65.2,0.0919,8.33,-9.046,"major",14.3,82.9,58,"classic",2,50
1982,25.7,67.1,37.3,0.00801,4.81,-18.064,"major",3.23,73.2,86,"rock",4,56
1984,9.57,59.9,66.7,47.4,10.1,-16.013,"minor",3.29,76.2,51,"rock",4,47
1987,9.48,73.6,46.8,0.000321,9.49,-15.176,"major",5,91.3,40,"rock",4,33
1982,2.08,36.5,51.3,0.0147,20.5,-13.034,"minor",3.57,73.9,74,"rock",5,31
2007,5.83,76.3,79.7,0,29.9,-2.274,"minor",8.95,64.8,48,"hip",3,16
1959,68.4,50.5,74.5,0,18.7,-4.791,"minor",3.29,51,22,"pop",2,26
1960,84.8,32.7,30.9,60.3,28.8,-14.431,"major",2.93,70,5,"pop",2,47
1964,21.2,54,61.8,0,37.5,-13.956,"major",3.03,82.7,25,"pop",2,10
1964,3.91,49.9,44.3,0,8.55,-9.685,"major",2.65,39.5,35,"other",2,41
1964,80.2,51.5,41.9,0,16.8,-10.946,"major",2.66,51.9,42,"other",2,8
1975,14.4,85.5,69.1,0,36,-6.51,"major",5.14,64.7,70,"rock",3,23
1971,16,43.8,67.2,0.0396,14.1,-6.956,"major",3.5,62.6,45,"rock",4,28
1970,12.3,34,42.3,0.287,10.9,-14.433,"major",3.65,50.4,47,"rock",9,58
1973,11.9,63.7,89,0.00672,10.3,-4.872,"major",6.77,92.3,63,"rock",3,27
1972,0.0213,41.5,69.4,58.5,16.6,-9.709,"major",5.11,62.8,41,"rock",3,45
1962,10.7,69.5,71.4,0,10.3,-6.426,"major",11.9,93.3,20,"other",2,28
2016,11.4,51.8,68.6,0,11.4,-4.911,"major",3.13,33.4,60,"country",3,56
1992,5.86,83.2,72.7,11.2,11.6,-10.017,"major",6.62,55.6,28,"other",4,0
1978,1.01,69.8,67.6,0.00257,11.2,-11.717,"major",2.77,96.1,50,"rock",3,33
1978,10.7,44.5,47.1,0,26.8,-16.218,"major",3.28,56.2,59,"rock",2,59
1978,6.03,59.2,65.2,0.0397,13.9,-11.258,"minor",5.74,62.6,24,"rock",3,41
1977,10.7,44.5,47.1,0,26.8,-16.218,"major",3.28,56.2,59,"rock",2,59
1979,26.7,64.8,45.3,0.000311,9.21,-11.246,"minor",3.13,46.5,7,"rock",3,5
1986,0.0822,72.8,79.3,73.2,16.6,-8.548,"minor",2.79,87.6,19,"classic",5,4
2010,18.6,87.9,56.7,0,62.2,-6.509,"major",5.88,94.8,60,"country",3,14
2012,31.8,65.1,77.3,0,27,-6.97,"major",3.66,69,31,"country",3,15
2014,3.25,63.9,84.6,0,11.6,-6.184,"minor",4.39,47.5,59,"country",3,45
1991,4.78,59.6,54.7,0.00492,15.7,-13.136,"major",3.31,69.7,33,"rock",3,9
2014,0.189,58.2,88.2,0.00103,32,-4.256,"major",3.55,50.7,55,"rock",3,49
1979,9.91,40.3,64.4,0.0179,23.1,-8.608,"major",4.39,71.4,63,"rock",3,51
1986,23,52,95.2,0.00252,32.5,-2.304,"major",5.38,57.4,45,"rock",3,39
1983,10.4,50.2,64.9,0,24.4,-7.698,"minor",3.47,23.5,56,"rock",3,54
1982,61.9,43.4,23.7,0,12.4,-9.933,"major",2.71,15.1,72,"rock",3,19
1986,11.5,58.6,74,0.00403,7.02,-6.836,"major",2.69,53.2,56,"rock",4,34
1981,13.2,50.5,75.4,0,20.4,-7.435,"major",3.66,51,85,"rock",4,10
1967,48.4,35.8,69.1,0.00967,51.7,-7.364,"major",3.86,82.2,31,"classic",2,39
1968,28.8,31.9,52.6,0,7.15,-9.78,"major",3.89,77.3,29,"classic",3,13
1985,12.4,65.2,60.5,0.00131,15.2,-11.14,"major",2.5,72,40,"pop",3,58
2011,7.28,54.4,80.3,0,19.7,-4.62,"minor",3.13,25.5,35,"pop",4,38
2010,3.35,63.7,76.8,0.000777,16.1,-6.888,"major",3.18,45.9,48,"pop",3,45
1983,14.5,43.1,72.3,0,37.4,-5.887,"major",5.68,19,81,"pop",4,27
1984,14.5,43.1,72.3,0,37.4,-5.887,"major",5.68,19,81,"pop",4,27
1997,75,22.2,14.6,92.4,6.39,-20.535,"major",3.49,3.79,0,"other",3,11
1987,94.4,28.9,10.3,0.00013,7.08,-21.988,"major",3.76,16.2,22,"rock",3,25
1986,43,45.8,55.9,0,13.3,-10.325,"major",3.7,60.4,23,"rock",4,53
1990,7.66,64.4,85.6,0,8.13,-10.663,"major",5.26,54.2,15,"rock",4,13
1975,89.2,77.8,30.7,0.0287,9.85,-9.356,"major",3.41,69.9,53,"classic",2,30
1971,70.1,27,31.2,0.257,11.6,-11.306,"major",2.79,34.5,45,"pop",3,19
1973,31.1,48.1,40,0.000356,11.2,-11.236,"major",3.07,44.2,38,"pop",2,54
1973,13.4,65.5,62.6,0.0023,5.86,-11.386,"major",4.67,87.4,31,"pop",3,28
1981,73.7,47.2,23.3,0.29,11.6,-15.137,"major",3.27,21.1,48,"pop",3,50
2013,17.5,30.2,51.6,0.000853,14.2,-5.204,"major",2.87,21.1,6,"other",2,50
2003,70.6,41,23.4,0,10.7,-10.767,"major",3.22,15.3,36,"country",3,57
2002,52.9,47.5,66.3,0,9.28,-7.415,"major",3.59,47.5,56,"country",3,48
2001,11.9,92.3,76.8,0,6.89,-7.321,"major",6.74,96,67,"pop",2,4
1961,46.9,47.1,56,0,12.3,-11.716,"major",4.05,92.5,49,"other",2,20
2002,8.83,86.9,55.5,0,4.92,-8.626,"minor",39.3,92.2,43,"rap",4,23
1968,54.7,60.3,40.9,0,31.9,-13.365,"major",4.57,68.7,32,"classic",2,48
1973,10.8,83.8,70.3,0.00293,6.01,-12.205,"major",4.93,88.7,26,"classic",3,45
1988,14.4,81.1,65.8,0.0394,4.68,-11.787,"minor",4.97,94.7,40,"classic",5,27
1973,68.5,51.1,34.6,0.0124,29.4,-14.28,"major",3.88,59.9,58,"classic",4,24
2000,6.61,85.9,62.2,0,3.94,-8.196,"major",4.45,43.3,53,"hip",4,4
1992,9.13,67.9,59.7,0.0673,4.87,-8.601,"minor",4.39,90,53,"hip",5,15
1995,1.93,81.1,45.8,0.000141,5.26,-9.688,"minor",4.02,79.7,69,"hip",4,29
1995,31.1,76.9,50.5,0.00749,7.77,-7.345,"major",8.29,75.7,76,"hip",4,40
1999,2.51,74.3,67.5,0.0717,6.85,-4.267,"minor",9.53,59,84,"hip",3,34
1994,1.93,81.1,45.8,0.000141,5.26,-9.688,"minor",4.02,79.7,69,"hip",4,29
1996,31.1,76.9,50.5,0.00749,7.77,-7.345,"major",8.29,75.7,76,"hip",4,40
1995,2.35,71.9,63.1,70.2,6.86,-7.411,"major",4.51,45.6,57,"hip",4,15
1992,2.67,74.4,85.1,0.738,9.89,-10.108,"minor",4.9,62.6,54,"hip",4,54
1968,73.8,70.5,31.1,0,32.2,-12.344,"major",4.88,78.5,43,"other",3,23
2011,18.2,67.3,93.2,0.000193,30.3,-3.252,"major",16.4,53.6,41,"pop",4,16
2006,0.355,79.4,69.5,0,8.83,-6.692,"major",15,36.4,47,"pop",4,30
2012,0.205,72.9,91.1,0.000139,29.5,-4.5,"major",4.5,74,58,"pop",3,28
1986,38.2,70.2,57.8,0.000589,4.25,-13.415,"major",3.1,97.5,68,"other",6,4
1985,9.84,49.7,82.9,0.000257,22.2,-4.068,"major",4.28,11.7,38,"other",4,37
1979,46.7,83.6,50.9,0.00041,4.36,-13.668,"major",5.48,94.9,77,"rock",4,36
1992,0.955,72.2,84.2,0.000845,17.8,-8.745,"minor",12.6,75.1,62,"other",4,18
1985,8.23,74.5,78.9,0.23,5.83,-6.916,"minor",4.06,81.1,49,"soul",3,39
1986,34.2,61.8,53.4,0.0263,7.45,-8.229,"minor",2.75,46.9,45,"soul",4,43
1985,28.4,55,46.5,0,6.84,-16.189,"major",3.73,87.2,52,"rock",3,32
2003,11.5,66.6,81.7,0.00118,6.68,-6.072,"major",4.53,82.6,49,"country",3,41
2019,2.94,57.8,93.7,0,12.2,-5.685,"major",4.81,47.9,52,"country",3,12
2004,6.33,58.9,89.2,0,14.9,-3.197,"major",3.65,76,60,"country",3,45
2008,0.75,65.3,86.5,0.000118,6.29,-6.395,"major",3.25,82.8,53,"country",3,48
2000,3.99,54.9,54,0,6.88,-5.76,"major",2.7,36.1,45,"country",3,59
2005,4.02,61.8,83.2,0.00158,3.3,-3.535,"major",3.74,80,50,"country",4,43
2009,45.7,56.6,42.9,0.00338,17.3,-9.478,"major",2.86,32.5,48,"country",4,8
2011,46.3,49.6,39.7,0.000654,12.8,-10.534,"major",2.99,61.1,42,"country",3,56
2008,4.23,41.7,48.8,0,9.59,-7.029,"major",2.92,20.6,34,"country",3,57
2007,0.788,62.7,84.1,0.000147,5.52,-5.885,"minor",3.16,73,41,"country",4,3
1962,84.8,33.9,27.9,0.000428,23,-14.619,"minor",3.18,33.7,24,"soul",2,44
1963,70.9,61,52.7,1.38,16.3,-10.994,"minor",5.56,83.6,3,"soul",2,22
1960,22,61.2,60.1,0,44.6,-9.095,"minor",4.25,69.2,31,"soul",2,50
1964,93.2,45.6,32.3,0,73.3,-16.196,"minor",2.9,65.7,7,"soul",2,36
1968,74.7,60,55.3,0.000112,17.3,-6.946,"major",2.82,79.2,45,"soul",2,59
1983,10.4,50.7,80.3,67.8,5.4,-5.176,"major",3.88,68.2,50,"pop",5,30
2001,11.5,79.2,93,0,29.2,-6.32,"major",6.93,81.2,47,"hip",4,21
1979,2.26,72.4,72.5,3.36,4.45,-11.93,"minor",3.95,90.9,26,"soul",5,5
2003,21.1,74.7,39.8,0.000142,11.3,-12.932,"minor",7.43,42.8,63,"soul",4,28
2002,30.2,65.5,61.1,0.000437,11.1,-6.54,"major",4.02,55.5,44,"pop",4,4
1974,10.1,67,69.9,0.0175,32.4,-5.727,"major",4.61,86.2,11,"classic",2,55
1998,48.4,33.3,63.1,0,33.2,-4.992,"major",4.61,34.2,57,"pop",4,32
1997,1.49,72.6,67.9,0.000149,8.37,-6.219,"major",4.73,75.1,68,"pop",3,56
1998,48.4,33.3,63.1,0,33.2,-4.992,"major",4.61,34.2,56,"pop",4,32
2002,65.5,67.8,33.8,0,21.5,-9.899,"major",3.19,50.2,63,"pop",4,5
1996,13.7,84.1,74.1,0.0445,11,-3.487,"minor",3.59,83.4,61,"pop",4,51
2002,7.93,65.5,64.9,0.0393,11.7,-5.653,"minor",8.9,75.9,63,"pop",3,50
2002,7.02,63.7,72.5,0.438,20.3,-5.073,"major",3.33,41.5,70,"pop",4,35
1998,39.9,70.2,49.3,0,11.2,-7.631,"major",4.1,33.3,55,"pop",4,31
1970,66.4,47.3,42.9,0.64,12.6,-8.558,"major",2.57,54,28,"pop",2,55
1971,72.3,28,28.3,0.0647,30.4,-17.337,"minor",2.82,33.1,28,"pop",4,1
2010,1.28,68.2,51.3,0,21.2,-6.312,"minor",39.6,33.8,51,"other",4,9
1994,5.24,81.5,72.3,0.68,5.08,-6.903,"minor",12.6,78.1,30,"soul",4,32
1959,93,34.8,17.9,0.16,9.92,-13.394,"major",3.15,54.7,27,"other",2,36
1959,76.7,41.5,32.5,0,29.9,-9.618,"major",4.26,49.5,14,"other",2,33
1960,75.3,65.9,42.7,0.571,21.9,-9.793,"major",2.83,86.2,29,"other",2,58
1999,0.0192,62.3,89.8,30.3,13.8,-6.604,"minor",3.09,78.6,41,"other",3,46
1975,33.6,76.4,62.8,0,9.77,-10.961,"major",4.8,82.3,66,"classic",3,36
1971,75.3,52,29.7,0.0562,10.9,-17.211,"major",4.49,67.7,58,"classic",3,22
1974,5.32,71.6,75.3,0.0619,18.3,-12.407,"major",3.68,95.2,50,"classic",4,14
1991,11,76,76.7,0.0718,3.14,-6.155,"major",3.13,82.1,39,"rock",4,33
1968,76.7,47,38.5,6.53,17.9,-13.159,"minor",2.96,69.4,67,"classic",3,21
1989,17.2,71.6,78.3,3.46,3.27,-12.876,"minor",4.96,95.2,62,"other",4,5
1971,72.3,43.8,21.6,0.0314,9.63,-16.288,"major",3.02,37.4,44,"country",3,48
1972,3.38,61.3,81.7,0.000196,8.3,-4.957,"major",8.58,62,46,"other",2,45
1995,10.8,93.1,51.3,0.0435,27.2,-4.655,"major",26.3,30,54,"hip",4,14
1971,20.7,62.4,79.6,0,10.2,-8.212,"major",3.78,93.3,5,"other",2,53
1981,26.6,52.5,47.7,0.645,9.9,-9.874,"minor",2.85,73.1,43,"rock",4,54
1969,35.1,67.1,55.6,8.82,9.63,-12.349,"major",3.71,94.8,24,"rock",2,59
1963,70.5,55.9,73.2,0,45.7,-6.334,"major",5.3,46.6,4,"pop",2,2
1984,31.8,63,47.8,0.00649,9.42,-10.589,"major",2.75,27.9,43,"classic",4,10
1970,7.46,73.5,72.7,0.0058,10.1,-7.527,"major",2.82,51.1,43,"pop",2,55
1985,4.91,66.7,65.5,0.0894,6.41,-9.339,"minor",3.67,65.7,66,"rock",8,26
1986,43.5,46.1,93.6,0.00913,12.4,-6.866,"major",10.9,80.4,64,"rock",4,12
1979,16.6,63.3,79.8,61.7,8.12,-9.313,"minor",2.81,96.3,54,"rock",3,49
1964,83.3,44.3,39.1,81.8,7.34,-8.986,"major",3.12,52.1,22,"soul",3,0
1962,89.8,43.4,23.7,6.16,8.28,-12.455,"major",3.07,41.3,54,"other",3,19
2012,7.21,70.3,73.1,0.191,13.8,-6.283,"minor",3.11,71.9,66,"pop",4,4
2016,25.8,70.2,70.5,0.000593,8.79,-6.666,"major",5.43,74.3,70,"pop",3,33
1971,33.7,55.5,65.6,0.00781,9.61,-9.721,"minor",3.13,68,49,"classic",2,51
1979,1.85,69.9,60.4,7.3,8.68,-13.404,"minor",3.59,96,57,"soul",6,54
1978,0.961,85,66.5,48.3,8.85,-9.404,"minor",8.87,71.8,43,"soul",8,21
1979,8.18,86.9,50.3,0.837,18.7,-12.804,"major",4.79,91.4,60,"soul",8,6
2006,1.97,36.8,86.4,0,23.4,-3.335,"minor",3.93,37.4,51,"rock",4,0
1970,92.7,42.9,31.7,0.00035,11.6,-11.322,"major",2.92,30.2,40,"other",3,31
1960,61,35.2,32.5,0,26.9,-10.117,"major",2.95,47.5,12,"other",2,10
1962,91.1,69.7,26.6,0,14.1,-12.459,"major",6.13,50.1,49,"other",2,51
1968,78.7,42.7,21.8,0.192,11.1,-15.008,"major",3.62,38.1,33,"other",3,18
1997,0.00155,76.3,84.4,41.8,11.4,-7.291,"major",5.23,77.4,29,"other",3,47
2007,6.38,61.7,78.9,0.481,11,-4.973,"major",4.45,54.6,41,"country",3,46
2004,11.4,63.2,56.3,0,7.69,-4.579,"major",2.9,31.9,37,"country",2,58
2006,78.2,59.8,22.3,0.00976,10.2,-9.842,"major",3.65,21.1,51,"country",5,39
2002,0.0695,68.8,40.9,0,27.3,-8.304,"minor",5.3,64.7,0,"other",4,49
1965,29.8,56.2,52.5,0,6.91,-13.038,"major",3.38,78.6,34,"pop",2,22
1965,25.3,64.5,64.9,0,10.7,-8.345,"minor",3.1,56.7,43,"pop",2,12
1970,36.1,64.4,65.1,0,19.2,-10.871,"major",2.94,87.1,38,"pop",2,47
1960,79.6,45.1,31,0,25.5,-14.162,"minor",3.18,55.6,28,"country",2,18
1958,76.2,69.9,20.3,0,7.8,-16.538,"minor",3.19,53.7,32,"country",2,29
2017,8.47,84.1,72.8,0,14.9,-3.37,"major",4.84,43,89,"hip",4,4
2021,41.8,84.1,59.3,0,12.4,-7.846,"major",3.79,80.8,79,"hip",2,43
2018,19.2,74.1,64.5,0,16.3,-5.116,"minor",9.63,48.8,70,"hip",3,52
2019,5.46,59.8,42.7,0.000583,21,-8.764,"minor",3.17,6.05,85,"hip",2,56
2019,2.47,79.6,58.6,0,13.2,-6.946,"minor",14.7,17.9,68,"hip",3,20
1974,49.1,56.7,43.9,20.3,12.3,-11.516,"major",2.32,40.3,48,"rock",4,27
2020,39.2,80.9,54.5,0,15.1,-6.678,"major",7.35,24.4,78,"rap",3,0
1965,23.9,41,63.9,0,57.3,-10.755,"major",3.9,60.6,13,"other",3,23
2010,2.22,61.3,91.7,0.000586,10.5,-2.549,"major",5.4,53.8,48,"pop",3,20
2005,7.67,62.1,85.3,0.000326,8.93,-5.735,"minor",2.53,71.4,62,"rock",3,49
2004,34,71.3,91,0,30.4,-5.586,"minor",28.2,51,56,"rap",4,29
2011,44.4,66.4,90.9,0,52.5,-3.552,"minor",22,55.7,54,"rap",3,30
1969,1.56,59.5,47.1,12.7,17.3,-10.626,"minor",2.95,70.7,45,"other",3,28
1970,37.8,40.8,75.1,0.00547,59.1,-6.888,"major",4.13,87.1,6,"other",2,52
2010,5.71,56.5,86.7,0,17.7,-2.503,"major",3.18,32.5,54,"pop",3,35
2008,26,82.9,85.7,0,41.5,-4.194,"minor",15.2,58.6,79,"pop",4,1
2005,33.9,63.4,52.6,0,25.7,-7.881,"minor",3.33,62.3,79,"pop",3,56
1994,29.6,59.6,73.1,0.000364,30.1,-9.961,"major",2.84,30.8,48,"pop",3,58
1988,1.49,74.7,69.8,0.00453,38.4,-11.22,"major",3.33,78.8,51,"pop",3,35
2020,0.569,56.8,70.7,0,10.3,-4.445,"major",3,36.9,69,"classic",4,5
2005,58.1,44,57.3,0,7.77,-5.42,"major",3.65,44.2,55,"other",3,4
2017,40.1,72.8,41.5,0,6.16,-6.852,"major",6.39,45.5,78,"pop",2,56
2006,2.2,59.2,72.9,0,6.53,-4.156,"major",4.48,70.9,73,"rock",3,56
2009,1.5,73.1,92.7,0,10.3,-5.663,"minor",4.08,66.9,66,"hip",4,10
1970,28.3,63.5,71.8,0.0442,21.3,-9.843,"major",5.96,41.3,14,"other",4,12
1993,0.212,82.4,59.5,0,10.6,-11.954,"major",28.3,71.1,46,"hip",3,16
1995,12.5,57.6,71.3,0,6.87,-7.808,"major",2.73,49.8,28,"rock",4,22
1993,1.03,66.2,89.1,0.000364,63.4,-7.245,"major",3.49,74.3,44,"rock",3,59
1972,1.12,42.2,95.5,7.64,11.1,-4.734,"minor",10,26.7,43,"rock",3,45
1979,1.5,60.9,80.7,0.123,37,-8.286,"major",5.59,75.4,55,"rock",3,37
1981,11.3,55.8,78.1,0,53.5,-8.799,"major",5.43,80.6,31,"rock",2,58
1979,0.797,71.6,65.3,0.204,6.81,-8.827,"major",5.79,59.6,40,"other",9,51
1971,55.2,45.8,54.2,0.339,14.4,-10.45,"major",3.86,45.7,28,"classic",3,19
2003,56.1,68.7,53.7,0,10.7,-7.639,"major",3.05,26.4,53,"other",4,17
1985,4.69,80.7,76.7,0.434,7.81,-9.648,"major",7.29,74.5,29,"other",3,55
1997,28.5,73.1,46.5,0,20.1,-8.162,"minor",2.81,44.8,47,"other",5,27
1973,8.98,77.1,63.2,0.000917,17.8,-14.352,"major",6.55,82.3,49,"rock",4,24
2011,13,75.9,54.6,0.0194,19.2,-6.071,"minor",11.5,58.4,50,"other",3,20
2000,3.43,77.9,83.4,0,8.86,-2.773,"major",16.2,80,65,"other",3,18
1968,78,49.7,32.4,0,17.6,-11.956,"major",3.42,48.3,18,"pop",3,36
1986,3.4,54.1,87.3,0.00362,6.08,-11.749,"major",4.49,56.5,38,"other",5,17
2016,25.5,50.2,78.6,0,65,-4.378,"minor",31.7,73.9,77,"hip",4,3
2012,49.6,70.1,76,0,8.67,-6.561,"major",5.12,30.1,55,"hip",4,9
1996,7.7,67.7,48.4,0.00471,13.4,-10.506,"minor",3.25,69.6,62,"pop",4,7
1988,0.0924,76.5,59.2,57.8,4.84,-15.634,"major",6.31,52,49,"hip",6,29
2007,0.143,63.2,63.9,0,22.1,-5.938,"major",2.59,73.3,67,"pop",3,17
1990,67.4,53.6,24.2,0,33.1,-11.716,"major",2.77,33.1,56,"pop",4,36
2018,0.381,79.9,57.9,0,36.7,-5.144,"minor",4.87,36.3,0,"hip",3,23
2007,1.72,75.5,64.4,0,19.3,-2.464,"major",6.42,74.2,37,"hip",3,47
2004,27.9,51.3,46.8,0.000158,32.1,-9.165,"major",2.82,37,52,"country",3,39
2009,3.27,51.6,86,0.0131,16.2,-5.856,"major",3.19,43,41,"country",5,51
2007,3.12,62.3,79,0.00377,10.6,-6.316,"major",2.83,71.8,53,"country",4,33
2015,3.85,59.5,82.3,0.000135,9.84,-5.864,"major",4.83,74.5,48,"country",3,40
2001,33.2,60,44,0,14.8,-10.79,"major",2.91,38.1,41,"country",4,7
1999,14.4,50.8,39,0.000216,24.1,-10.079,"major",2.84,19.7,49,"country",4,43
2005,37.1,60.7,87.6,0,51.9,-4.117,"major",3.82,88.6,60,"country",2,37
2005,39.6,43.4,56.7,0,13.2,-7.278,"major",3.09,27.1,16,"country",4,11
2006,9.86,88.8,57.7,0,13.1,-7.702,"minor",6.12,60.9,67,"other",4,2
2006,9.86,88.8,57.7,0,13.1,-7.702,"minor",6.12,60.9,68,"other",4,2
1999,9.04,67.9,55.7,3.24,8.66,-7.423,"major",2.81,40.5,70,"other",5,3
1969,69.1,40.9,29,0.438,25.1,-16.031,"major",3.6,41.4,13,"other",2,33
1958,36.5,69.7,50.3,0,5.28,-13.251,"major",6.34,88.6,15,"other",1,50
1979,99.2,55,20.4,90.4,10.1,-14.661,"major",9.04,18.6,3,"rock",3,52
1979,0.319,40.2,99.5,25.7,33.4,-6.166,"major",5.82,65.8,31,"rock",3,2
2018,1.75,66.9,57.4,0.294,14.6,-6.442,"minor",2.86,27.3,81,"rap",3,16
2017,76.8,73.5,19.7,0.0276,29.6,-13.378,"minor",53.7,38.3,73,"rap",2,10
2018,6.43,78,49.2,3.13,17.4,-3.4,"minor",6.71,37.4,77,"rap",1,34
