id,name
4aSEmLLxLX9wR5aLMllOKj,Los Lonely Boys
0FcmRWJUfnCuwoXE1H2b0H,Restless Heart
6oV3BNm1Gj2GGgpYknc5TN,George McCrae
51l0uqRxGaczYr4271pVIC,The Bangles
1tfXh4XxILEuMU2qZupFn8,Firefall
2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez
3RwQ26hR2tJtA8F9p2n7jG,The Temptations
0yz7Rmzzs6xB5eCAVj33A5,Smith
35SkZMI5CPiCude4FW45O9,Rosco Gordon
3z6Uf5IZkN4TogRpRpgD84,Gary Wright
6EJmqnuK0r6qiAevFFiNNR,Paul Davis
6twIAGnYuIT1pncMAsXnEm,Commodores
4HVmeVTQBgvTuvjB1JYwaf,Gilbert O'Sullivan
485uL27bPomh29R4JmQehQ,Bob Seger
1ObAu0tz0NlOI6FNHTXchD,Tommy Edwards
3VJakY5Yw5phAOF4Bada5v,Quarterflash
6sOP8RUFR0q0nBOBOXGdBK,Melanie
0qEcf3SFlpRcb3lK3f2GZI,Grand Funk Railroad
5tTsrGPwQRWUsHR2Xf7Ke9,Natalie Cole
3FxBwdg0z5WkLdlAbe7GHq,The Ritchie Family
3r9TXuXfOUxXjgYgAR0fP8,Bay City Rollers
0LcJLqbBmaGUft1e9Mm8HV,ABBA
36msvw9B10rxW90NSQ2794,Johnny Tillotson
74ASZWbe4lXaubB36ztrGX,Bob Dylan
12Kgt2eahvxNWhD5PnSUde,Mary Mary
5zctI4wO9XSKS8XwcnqEHk,Lil Mosey
34PLzyi7CdXUekiLHYyqXq,Men Without Hats
702AvACMk5mieXIYlC2Gxx,Pebbles
51Blml2LZPmy7TTiAg47vQ,U2
4STHEaNw4mPZ2tzheohgXB,Paul McCartney
4lxfqrEsLX6N1N4OCSkILp,Phil Collins
7ihLzUpuNecU5VBkvOUDNq,Damn Yankees
5MsnoFODDc5nxWrjm99Zew,The Four Preps
4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani
0TF2NxkJZPQoX1H53rEFM1,Gladys Knight & The Pips
0WxOgeRxUt0MwPrI7A5atQ,King Curtis
0h9smro0z3HqUbD94jotU8,Smokey Robinson
4dgYLAyKDaPKYiz3GRWtcF,Barbara Mitchell
3q8tRS0hCMVCylgKAoA0ya,Stacey Q
0RpddSzUHfncUWNJXKOsjy,Neon Trees
7FlUCXHUxNEOk2exJUiqp1,Robert Parker
3Z02hBLubJxuFJfhacLSDc,Bryan Adams
0vYQRW5LIDeYQOccTviQNX,Kris Kristofferson
7IfculRW2WXyzNQ8djX8WX,Erykah Badu
0ZAibQ1lZh5UbUaQybsn62,Cast Of Rent
23C7hNBr8GRdsk3VoTSZXh,T.G. Sheppard
3JJYPOCM13Id9iZHtkwkI5,Eddie Hodges
1G9G7WwrXka3Z1r7aIDjI7,Outkast
2JyWXPbkqI5ZJa3gwqVa0c,Craig David
5rScKX1Sh1U67meeUyTGwk,Michelle Branch
5MX2l6ewjOaeWn1lYNhzlO,Bobby Vee
3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen
66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
4YPqbAiLzBg5DIfsgQZ8QK,Andy Gibb
4nts0oxMT67lVUoi5Kjxrb,Solomon Burke
06HL4z0CvFAxyc27GXpf02,Taylor Swift
5QsUbpxSE8lCZ5ga5rnD22,Eddy Arnold
52uMkSFt2RVO6XxTEt5VeW,Gene Chandler
71pUA2TXf3JHUPUgsjLtuL,Kim Weston
05RZIdfz59ZW2FvFuwnmNK,K-Ci & JoJo
3O7IxMv6D9iFICSUa5w9X4,Chuckii Booker
1zK4ACgLi1lVPpfmmcwOTh,DC Talk
5qtdcfmOeoM8S9IdhvGlXG,Shae Jones
6w7fc6IZlo5zwBaKT5jU1X,The Lemonheads
6mRev5KzKOgQcZjWanwBdd,The Escape Club
75jNCko3SnEMI5gwGqrbb8,Tammi Terrell
0N5PyKJzS3M1XNlaCL7bbE,Wilson Pickett
2AM4ilv6UzW0uMRuqKtDgN,ZZ Top
2VrP5BkyzDhY43dWMlaYjD,Joshua Kadison
0oSGxfWSnnOXhD2fKuz2Gy,David Bowie
4FrUg4jMTAlZHhBsOIYGJV,Shep
2pEAs011HTyChRqX8VR8lW,The Limelites
6Sb8EHpZvyjSTT5KD9DjUZ,Ronnie Milsap
3CGgGfN7DU2GBlGbsibJD3,The Sherbs
3S34Unhn5yRcaH5K9aU5Et,Candi Staton
0uq5PttqEjj3IH1bzwcrXF,Spice Girls
5TbXjzD8tYgMD5JU2g2F8q,Joe Tex
1nDqTUspmq8IXhcEZT93iq,Lee Ritenour
3gdIwZY6Q3RXhDteYr4ZvC,Sophie B. Hawkins
0iBgDj1dAWyi7R5J6KYXJM,Damian Dame
3qEzkkBwK5vKVggMiZYOWa,L.A. Reid
2qk9voo8llSGYcZ6xrBzKx,Kings of Leon
7hm0Ngouir56yhbzXu9yRH,Keith
7ceUfdWq2t5nbatS6ollHh,Paul Anka
4tpUmLEVLCGFr93o8hFFIB,Blondie
0cc6vw3VN8YlIcvr1v7tBL,Mötley Crüe
7peqq4aACFkBwIWGG0YRJ9,Monifah
4VhL8KLjVso4vLfOLVViTb,Bridgit Mendler
7y1GT7SdgGiFLWoktv2TSw,BBMAK
49e4v89VmlDcFCMyDv9wQ9,Dean Martin
3AHq6rutf72JF0ul8GB6G2,The Jets
4UPcJIhr5K5fPsm4itqT7E,After 7
6sFIWsNpZYqfjUpaCgueju,Carly Rae Jepsen
7dmeVSH4lJqxXU7C87dKIB,Tanya Tucker
2rc78XDH9zuJP6bm78lU8Z,Derek & The Dominos
3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson
0RKP52f5PNDCRZ9Luq2Sr7,Jerrod Niemann
3Y3xIwWyq5wnNHPp5gPjOW,Kenny Loggins
7KMqksf0UMdyA0UCf4R3ux,James Blunt
2Y36dqR145FjTKUjibEcjO,Enuff Z'Nuff
0MsXN56oNCyqorqEPViWgQ,Carlos Santana
2E9nO9Zav9FjjlFVVtMWdw,Buddy Miles
3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses
4gzpq5DPGxSnKTe4SA8HAU,Coldplay
0cA5Tg15TwARIRZeiNT1RO,Dan Fogelberg
5lpH0xAS4fVfLkACg9DAuM,Wham!
1nSRa2YjjFWJLHGKM07oGQ,Blaque
00f43SIUld0KU349dnwsmC,Randy Meisner
26LmRGHptm85F27BZwOSt7,Vic Dana
3KwmxIhSe9UTSEF37kwngR,SHAED
7Js6Lde8thlIHXggv2SCBz,Europe
1XXDpHuXEOhNiC0rIrMfr9,Jimmy Gilmer & The Fireballs
2AQjGvtT0pFYfxR3neFcvz,Jordin Sparks
6vWDO969PvNqNYHIOW5v0m,Beyoncé
4toJT7YydhWcrYNgWJK4hW,Five Star
7C4sUpWGlTy7IANjruj02I,Peter Gabriel
3pHeBYl1yujXcZqqfF1UyQ,Blues Traveler
5PVlrxc9rQMfzZACGYv2Ns,Larry Finnegan
4sj6D0zlMOl25nprDJBiU9,Andy Williams
4zmxet3ZPdSmL3Xyv1Wegb,The Buckinghams
7LTzUnZaptYfAFmvqW5M6D,Limahl
79morm50T71u4BvK8yAe2j,Don & The Goodtimes
6AVLthptCPhfrxlHadOBJD,Jill Scott
6V03b3Y36lolYP2orXn8mV,98º
0XawOhZ28ajmIWwPpRJuDA,The Poppy Family
16AJvLZdw3lK1VTBrJjEt0,Terry Jacks
6GH8lDgqqfg1KSDfFRFGzK,Susan Jacks
0hnmRa5ahunapQbPjKUbMK,Sunshine Anderson
6gkWznnJkdkwRPVcmnrays,Sister Sledge
5gI33iEWzSZqDZeVOwfJVi,Sandy Nelson
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd
5OfhOoKunSnuubxxRML8J3,Mr. Big
7bKupnlF7XOfR1En3K8oAL,Go West
47zz7sob9NUcODy0BTDvKx,Sade
0WbeGaye1H1KUdYWzYlTmk,Dru Down
4sh4MHP7lhrSUakxwZzwqz,Bruce Cockburn
7FgMLbnZVrEnir95O0YujA,Five For Fighting
5UloVKzUNJcjORzhhTWWiJ,The Karaoke Channel
46CH1Gp8l8QVly8bpG9JFG,Anita Baker
4qwGe91Bz9K2T8jXTZ815W,Janet Jackson
2etWSM1cPeITq5E2bEK8PW,Silk
5x5aoKBB8MuJRoV7fjTFAx,Mickey Newbury
7mu52yh5bBhhJOyVndAEZW,Cleopatra
72NXpYBIaTfEeAAsxXLs0P,Tony Orlando & Dawn
2PhudjhDxGsEjORrODdI3o,The Partland Brothers
6k0IBR0lU42s2GYpNX7kA9,Brian McKnight
4hJTgr1adnhIkhmD9jLzd6,Bobby Rydell
21LGsW7bziR4Ledx7WZ1Wf,Johnny Mathis
5jNGQ7VOU87x5402JjhTtd,Deniece Williams
3aahGWIXwvG1fxduXjimtl,Jay Ferguson
3TiISqKS6ESlMQ4WFfZJw2,Johnny Rivers
2r8r62VGJKGi463aH1HJUZ,Kirko Bangz
48nwxUvPJZkm8uPa7xMzmj,"Bobby ""Blue"" Bland"
5kZDCAD5zLelf8NYHoRSHS,Sammi Smith
3sMYEBy0CZFxedcnm9i9hf,Frankie J
545idYhdloaSlLGBY8E9u2,Cameo
0reZZVbAPxgX1Rqj6XbWj3,Bob Welch
1uNFoZAHBGtllmzznpCI3s,Justin Bieber
4akybxRTGHJZ1DXjLhJ1qu,Kirk Franklin
4njdEjTnLfcGImKZu1iSrz,AWOLNATION
5xLSa7l4IV1gsQfhAMvl0U,B.B. King
0hEurMDQu99nJRq8pTxO14,John Mayer
4zKhX6hYCQPNs406umP9Fx,O-Town
2bK1rpFhmGkImiZNuUyHVT,Ideal
3c8WoNjBfyLJhFObE6RHgs,Del Shannon
5xtqw2B8z8JGfDYi2eAZHI,Sonique
0gDg7FEsF4Y1jWddJJgcn4,The Rembrandts
7CyJIUpcWZK2zFM6gKLKvD,Andy Griggs
0jnsk9HBra6NMjO2oANoPY,Flo Rida
6LqNN22kT3074XbTVUrhzX,Kesha
5CT7RBitS0e0u78T8tRBWQ,Missing Persons
1yMYjh77WgOVafRkI50mim,Wilson Phillips
08b2PA6eFyugsWAk41eQKZ,Lesley Gore
6DCIj8jNaNpBz8e5oKFPtp,The Cars
4stDtiogPv0MnO9rcS4uci,Imani Coppola
4ui9JwXE5MHylLzpsoiEhr,Sonny Bono
77nF3Eq6C9AHxUhi5UkfSp,Tammy Montgomery
7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters
0svyIX7Xu3DVMkrOtB88i6,Diamond Rio
3USpNaxpX1iNqNnQWqg9ob,Mack 10
4DZGvSv2oMkBUnPz67E6z6,David Nail
13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane
0du5cEVh5yTK9QJze8zA0C,Bruno Mars
46SHBwWsqBkxI7EeeBEQG7,Kodak Black
6rEzedK7cKWjeQWdAYvWVG,Five
6Tg1uyto2LrwltY2TQHia2,Cutfather & Joe
1wM79nvxGvl9iTEPg6m2WM,Harold Dorman
4OBJLual30L7gRl5UkeRcT,T.I.
5Va9LuEmaZxnbk1gMnjMD7,Arrested Development
0WCIUu5T9saxPNjg1n8F1G,The 8th Day
6hN9F0iuULZYWXppob22Aj,Simple Minds
0nmQIMXWTXfhgOBdNzhGOs,Avenged Sevenfold
5gPEo032lzARtzuVqJIm9o,Bobby Goldsboro
2mpeljBig2IXLXRAFO9AAs,Dido
7bKOOOKEkE918wKOQEhYnp,Jimmie Rodgers
4fxd5Ee7UefO4CUXgwJ7IP,Giveon
4Tw2N3wdvJPGEU7JqMxFfE,Eddie Money
1DpIDwg8FGD50N9Tfunfsf,The Manhattans
2wY79sveU1sp5g7SokKOiI,Sam Smith
2cWZOOzeOm4WmBJRnD5R7I,Normani
2XZXvrqedRMiKv6UWjAT4B,Jimmy Clanton
6zFYqv1mOsgBRQbae3JJ9e,Billy Joel
2sil8z5kiy4r76CRTXxBCA,The Goo Goo Dolls
6TcnmlCSxihzWOQJ8k0rNS,Third Eye Blind
4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey
1667U2YoucgG5Pdvm2M59c,Orleans
2s6JabvZdqVQhfOsaxCSFX,Bert Kaempfert
6TqQLejnHXMGr7KcegxUND,The Miracles
5KNqYrivNgVCHBssEUSu5B,Donell Jones
7qvsLYsYP0MHD7jkdv6DAG,Sara Evans
3rfgbfpPSfXY40lzRK7Syt,Barry White
5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys
2zFZiWQJFFshzojycnXoTL,Bell Biv DeVoe
0XHiH53dHrvbwfjYM7en7I,Chris Cornell
1Ha0Fz4i0d4gu5fZbhBCtH,Night Ranger
6KfBWaX13etjtEZ4d9aTWW,Bobby Lewis
4IYYmybW7zLRFIPnOjBUUO,Frank Ifield
22WZ7M8sxp5THdruNY3gXt,The Doors
7oHzn7edwmrYClrPRINkbn,Johnny Gill
24GaH9tRBgZjlvOhpFuKi2,"Blood, Sweat & Tears"
2yg15JjVOqNppP73zVhosY,Chantay Savage
2tFN9ubMXEhdAQvdQxcsma,Jessica Simpson
2RCUsqvkr4V8v3fUJd7UbW,Jackie Lee
6OxjXk1y4QXXRUJyldFIIG,Kid Frost
3X458ddYA2YcVWuVIGGOYe,Toni Braxton
08p7B5OtcUuVblvkQIlBhJ,Tyrese
5rIqOJspxDq89aBBCUda1X,Smokie
1TEvQqVH2KXlxDl43KcqXY,Mr Big
7z5WFjZAIYejWy0NI5lv4T,Dan + Shay
66lH4jAE7pqPlOlzUKbwA0,Miranda Lambert
70Hyp1IGyZ3Tgy7fXDiJdb,Mrs. Miller
4ACplpEqD6JIVgKrafauzs,The Everly Brothers
3MZsBdqDrRTJihTHQrO6Dq,Joji
6bOYtKnpLPQSfMpS2ilotK,Bobby Vinton
4463nfFMmK1cwAWBQDwT5e,Laura Branigan
3dXaa6jwM7B52GZpaJEIr5,Puddle Of Mudd
4FAEZeJcsYYBkNq2D3KGTV,Three Dog Night
39T6qqI0jDtSWWioX8eGJz,The Doobie Brothers
2LorJQEiLTxNDsJ3jVrQNi,Jimmy Hall
2JXn03fudjyRkQ1Ye9f5rk,Los Del Rio
4PpmBoqphQusNFsxuVKb6j,Paula Abdul
1GxkXlMwML1oSg5eLPiAz3,Michael Bublé
5AEG63ajney2BoDXi0Vb84,Bad Company
1WCwBdS98wO4nYxdIpx6qw,Alvin Cash
5ActPAuO0MgCVFAguGVFGf,The Crawlers
5YvGA11sUR8c4FIpINFrt5,The Scott Brothers' Orchestra
5FlTKgucbhHvlJVf0pnvOv,Trini Lopez
2eHFawPAARjoxXETpHGQ0Y,Harlow Wilcox & The Oakies
5Pwc4xIPtQLFEnJriah9YJ,OneRepublic
3q7HBObVc0L8jNeTe5Gofh,50 Cent
7Aq8lpLMSt1Zxu56pe9bmp,Jagged Edge
7jefIIksOi1EazgRTfW2Pk,Electric Light Orchestra
7wqtxqI3eo7Gn1P7SpP6cQ,Salt-N-Pepa
1BwHztAQKypBuy5WBEdJnG,Jennifer Warnes
3PhoLpVuITZKcymswpck5b,Elton John
2kreKea2n96dXjcyAU9j5N,The Pointer Sisters
1JVoO5bwfU8GNuAZLpBoHe,The Dream Academy
7v4imS0moSyGdXyLgVTIV7,Nat King Cole
5Ne8hQEmy0eZu9hlE3j58B,Brenda K. Starr
20qISvAhX20dpIbOOzGK3q,Nas
1URnnhqYAYcrqrcwql10ft,21 Savage
3vAaWhdBR38Q02ohXqaNHT,The All-American Rejects
7lzordPuZEXxwt9aoVZYmG,Billy Idol
38h03gA85YYPeDPd9ER9rT,The O'Jays
7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes
30jYsKUr5Xn1bR2m71tc22,The Packers
4mVpYIVAOE8sEdYuL8HDpd,Tanto Metro & Devonte
4FSD5qtm70EBsOiLMN2eEe,The Tams
0QRgfCLzSR9GyCjXboWQTA,Chris Montez
01PZH8MrTxfgfTXNqpMRjG,Hank Ballard & The Midnighters
2KsP6tYLJlTBvSUxnwlVWa,Mike Posner
1Bo8Afb2Qbjs4x6kJHyjle,Gigamesh
0s0rOb0gT2S9N0SDcjtPC4,Alison Moyet
69MEO1AADKg1IZrq2XLzo5,UB40
1McMsnEElThX1knmY4oliG,Olivia Rodrigo
1jkQOLBogBpRXgAgKZvyWM,The Viscounts
6jJ0s89eD6GaHleKKya26X,Katy Perry
0SCbttzoZTnLFebDYmAWCm,Glee Cast
2L9iHIK8h5HvZe6VXb0aOI,The Flying Lizards
0WgyCbru4tXnMsbTmX4mFw,Atlanta Rhythm Section
6avGAzQTmqu8mfSmZrN7gT,The Moments
5KEG7G8LDYlHgFDqZyEEs2,Chris Rea
7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd
479Yp6DvyXoIaCssAxB4QR,Murray Head
4b0WsB47XCa9F83BmwQ7WX,The Righteous Brothers
1cNDP5yjU5vjeR8qMf4grg,YNW Melly
0ceH34CATvfgphxnLRWFkm,9lokknine
1XgVoPT2Va5L64LFzskVBW,Mason Williams
6biWAmrHyiMkX49LkycGqQ,Thin Lizzy
7o55DoHoctCuBWn1iKvB08,Mike Pinera
457yGSZecENoIuNWelRHhH,The Love Unlimited Orchestra
719ZCUqy59oGckcB1MzVTx,The Company
4jWzNq3sdzSpqn7BnzvIKn,Memphis Bleek
7dXeJ8kAqTqtvNWQNV3sdU,Surface
3De6svqAPGsgF8i0jQN7bE,K5
1EgGVV9cmmlLEsFlunjmvv,The Time
3o5OdrGG6RqPkAmPfMvMl0,Reunion
4dwdTW1Lfiq0cM8nBAqIIz,Of Monsters and Men
21llKqnS025UdaAMslJS4J,Billy Stewart
4bthk9UfsYUYdcFyqxmSUU,Tears For Fears
35U9lQaRWSQISxQAB94Meo,America
1bDWGdIC2hardyt55nlQgG,"""Weird Al"" Yankovic"
3sgFRtyBnxXD5ESfmbK4dl,LMFAO
6f4XkbvYlXMH0QgVRzW0sM,Waka Flocka Flame
0uwaniEjl7wxOFSM4vaHvI,Cap
0DxeaLnv6SyYk2DOqkLO8c,MAGIC!
4kL2OPLMiNMXhojqQSNkUQ,Benzino
0FrpdcVlJQqibaz5HfBUrL,Rick James
01hRNr3yF5bYnPq4wZ88iI,Tommy James & The Shondells
7HkdQ0gt53LP4zmHsL0nap,Ella Mai
79FMDwzZQxHgSkIYBl3ODU,Trace Adkins
4Sb4jcMlVKNp4BzGXlU7GN,The Baskerville Hounds
54WwKfYhkYzFRtynSgtTw2,The Kinleys
0V6zo2mJw9FdwWLClKC9yw,LaVern Baker
7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg
2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams
7iWYCIyfxwVyVae6u7qJaO,Bob Clearmountain
1EevBGfUh3RSQSGpluxgBm,Joan Baez
1md9aYaJ6Qt1FHypXICB5V,Emblem3
0hYxQe3AK5jBPCr5MumLHD,Sugarland
4e5V1Q2dKCzbLVMQ8qbTn6,Collective Soul
1fa0cOhromAZdq2xRA4vv8,Simply Red
2GVBp7QyHckoOg7rYkLvrA,George Clinton
4sbB4Yy6Qig51pKCIKSLw3,Jaheim
6IRQiyNmNGjGlrmEl0iArm,Randy VanWarmer
1rKi6kZNi8iUz2mMlaAwQ9,Coro
3NRFinRTEqUCfaTTZmk8ek,Savage Garden
2The4Ur661sLPGndcUuuLu,Nu Shooz
0qDtyCZRYrja9CoeHXV6FD,The Bachelors
3rRmDmzPcAFwcUDvG5gBqO,Percy Sledge
1m24736Bdew1oQVxTePOCo,Tom Tom Club
7m60UAnbgFFNuJbmS6OxTk,Sister Hazel
5r7mGejWrGSxheAYEIfSwI,Troop
2V0ryJRGIdudWKl27c806m,Randy & The Rainbows
66QeIFuFJDNCImNHlFzrY1,Starland Vocal Band
2gINJ8xw86xawPyGvx1bla,KRS-One
2J257euzcjnDLipsyJH3F2,Clipse
72y3ZI95ctkQC2O4mjBaU3,Shai
5BtHciL0e0zOP7prIHn3pP,Breaking Benjamin
4wuHLh6AEK7selBuj38cRz,Andru Donalds
0NRN3tnDVDspHMCfyu2ZwT,The Shadows Of Knight
3lcfZLW21dTfmTLBmae1eR,"Dino, Desi & Billy"
0yNy8fi1yBBq526E6mx4Zs,Orianthi
1OzPxKCB5R3MLxvkdGN03X,Climax
320EPCSEezHt1rtbfwH6Ck,The Monkees
4x2osw7xi8s1Jy04R6rTrn,The Mad Lads
10rzK0sLCXsUlDhl8ed0MV,Blackfoot
75L9s8KVrhCNtBUkZFnDFW,Vanessa Williams
4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
1vgjN6nIPNKiiQGE9PtzTT,Lisa Lisa & Cult Jam
5fikk4h5qbEebqK2Fc6e48,En Vogue
1SImpQO0GbjRgvlwCcCtFo,The Red Jumpsuit Apparatus
32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton
5s1WKkWyMzhGnLZ0ClgyTN,Nino Tempo & April Stevens
2tcM9c26zzqpFdijVdVwuB,Masta Ace Incorporated
4jL1usPiGDK8TD46zJP4gu,Michael Martin Murphey
1NdZSjGpm3jktmGbvkLadW,Timbuk 3
55APUUV6bCtJVEF1O2jKNT,Shelby Flint
4adMMJI7fSSinRx4ymNnwY,Flash
7wtiiuXdnWtATBrAxU9fnQ,Henry Lee Summer
7MOFoP92awkXK5PMSa8qC2,Jill Corey
5nPz5R1FDPTMI3Dw4JnTGb,Exposé
3gdbcIdNypBsYNu3iiCjtN,The B-52's
1NAWG3AngjBXyKbmPaz92D,Sammy Davis Jr.
5tZo7rC9bqWAmhJ1bsejXb,Ace Cannon
5w834ZosnqiBBV8xXCi3oD,Willie Hutch
2Gop8SbSVt5SaJzuaRFa7D,Gloria Estefan And Miami Sound Machine
4IR8ZkpbyyKrqsIzchF3NB,Crossfade
5u15ozs1bXTC2vJTPt2tpM,Gina Thompson
1pTuR132U5b4Rizal2Pr7m,Randy Travis
2CLVPk9FcywjClBcTvWPkT,Loverboy
6WXpplxbfcLvaAlhDbfEyO,Bobby Byrd
6vytZ677lz4LzCrUDcDokM,Blu Cantrell
6rqU9HQ57NYGBnBzbrY3a4,Paul Young
2NdeV5rLm47xAvogXrYhJX,Ciara
48QdHdRanCXdBt6lygsDES,Johnny Crawford
0jgAONnsHxrwAlhkMUVS78,Eddie Rabbitt
6vLlQYujOujIrm7zAKzEdG,Donovan
4TshyQDihSYXSWqvclXl3I,Parmalee
0uUNzXylqsZdmFDwdxaP1V,B.J. Thomas
2PCUhxD40qlMqsKHjTZD2e,Parachute
1RP2UpEaRzkF0Id3JigqD8,Roger Miller
2qFe0FyUMK8XXoyOsfYJr2,SHeDAISY
0J2Ej2rMQyqaUX3G6MUISw,Ambrosia
2O8QAJmRrwkFXq2aWZnHYB,Shannon
4i9IEoaY6Q1v3Puqz3PwC1,Lenny Welch
4r2UnA39uIXexqO1mABayb,Leon Haywood
77ziqFxp5gaInVrF2lj4ht,Sech
1i8SpTcr7yvPOmcqrbnVXY,Ozuna
2R21vXR83lH98kGeO99Y66,Anuel AA
1TtXnWcUs0FCkaZDPGYHdf,Darell
1SupJlEpv7RS2tPNRaHViT,Nicky Jam
7sF6m3PpW6G6m6J2gzzmzM,U.S.A. For Africa
1S13vhyLwvbDAPjYdFdJIQ,Charlie
3Bhgbs9kIwl8SuU0eIqN6b,The Crusaders
5uOVb4hLSQVbHbVVt27tV1,Frida
3kvy8do7n0qVqvlNFS4yOF,Jerry Reed
1zhIzONVRlTfD1VQRauHMl,Chris Cagle
6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON
2iM28IgKg89v1o7BTQAVPo,Bruce Hornsby
4374DY0rBAi0pCV6F9i00Y,The Range
64ZUngtVBOg6z3kKagoZhU,Joanie Sommers
7CCn4PFRRRZF127jtCBAUe,The Lovin' Spoonful
0GRelLAVHzwasg0Ja7gJUy,The Karaoke Crew
2o5jDhtHVPhrJdv3cEQ99Z,Tiësto
2t0kaaDtGZtmpczIAMaVTQ,Charles Wright & The Watts 103rd Street Rhythm Band
1mFX1QlezK1lNPKQJkhwWb,New Edition
4aknOZmKFnayYvd03Avoz6,Louil Silas Jr.
0dCKce6tJJdHvlWnDMwzPW,Village People
2E6Roj0oQnJIm2BeXwDica,Graham Nash
1VDurPMbOKrNU8mcMP4X1P,Jermaine Jackson
6kEsKkXuE4olX7m3mNLZkS,Art Garfunkel
78SHxLdtysAXgywQ4vE0Oa,Bush
5HRSYURV6LFFRCjAtiK0py,Joe Simon
41LfjfTCcTCUdykJqNyFw8,Dae Dae
0uMy5ZKVPBHauBYTTfCojq,Melba Moore
55CCS64lPz88twUDVquU1u,Roger Williams
33QmoCkSqADuQEtMCysYLh,The Archies
0Xf8oDAJYd2D0k3NLI19OV,CHIC
4F84IBURUo98rz4r61KF70,The White Stripes
1Zq8pfBl4ejCMrWdeAdphc,Eddie Murphy
5fU6lODhpw3GEGGJuaDprR,The Osmonds
7xGGqA85UIWX1GoTVM4itC,The Staple Singers
32r72WOqqRO1DtSznId7Lr,James Brown & The Famous Flames
3QoHE4hN2waHD2jELo0x9N,Mark Saunders
73JBR5s2PVvUjGu6tIqjqx,Walter Murphy
3JMRq98LrEi2ezxixzN2Is,The Big Apple Band
2yaixhgm3yXxjhJAH8SZy3,Freddie Jackson
7x8nK0m0cP2ksQf0mjWdPS,Dierks Bentley
0KzlJXg6A3NVSCkRjecKnS,Larry Gatlin & The Gatlin Brothers
3EOEK57CV77D4ovYVcmiyt,Dennis Lloyd
1kUmREHnKDz29HgPW0iU9Y,Geoffrey Williams
7rftfGIYEeZ79sLb58ZBDi,GABRIELLE
45iwrW9MTdauua4etsP41U,Bill Black's Combo
6nfYGe7IIuuP5bMY1jkJP6,Jermaine Dupri
3sc7iUG1Wwpwx7bHeZolgx,Bananarama
0SWtMcmZLgP04Kj5x0eCxa,Azul Azul
2d3VHzlOEwXvmBdS4pzOPL,LeAnn Rimes
7mPcfx7PhnBh6n4HMCd61A,John Michael Montgomery
7bIAlWmWIBUUijORNiZzmr,McGuffey Lane
3Wsbuy58Ku5N0hWjTuERRa,Wade Hayes
0n6sKrG0xKAf8xmdqeNGke,Los Legendarios
3E6xrwgnVfYCrCs0ePERDz,Wisin
6nVcHLIgY5pE2YCl8ubca1,Jhayco
46n0cAhBmsRJZiX6GSFmbf,David Essex
6FbDoZnMBTdhhhLuJBOOqP,Jewel
3m5hegxlB80Z2zQb1893pc,Loleatta Holloway
24palKPwLQfeSNWeJo9euK,Sam & Bill
3r0OeTcOw37N9juMYyyw39,Junior M.A.F.I.A.
7EekKnlf2HwNaLLpL9Cpgy,Matt Stell
1IO0GVa1xjkFMXsg66FiE9,Lumidee
2sIx6SmAMw9IBySG3Uj0jf,Soul II Soul
2RhMHmV21ZDcSGZ872U4ZY,Caron Wheeler
24DQLSng7bKZD4GXLIaQbv,Percy Faith & His Orchestra
0nAYZn357xMuhaIrsW5mMC,Hugo Montenegro & His Orchestra and Chorus
2bA6fzP0lMAQ4kz6CF61w8,Toby Keith
07lbidCU8ZwtNCUrmaO0QU,Bizarre Inc
4Uv0Jg45Oq7vBXXwQNhXyf,Brick
19y5MFBH7gohEdGwKM7QsP,Luther Vandross
5aBxFPaaGk9204ssHUvXWN,Michael W. Smith
3aTuTR5Nf6pVW3837q2ZL7,Maxi Priest
4UuoJfJ9UybJft7a8E6UHX,Better Than Ezra
772SIFJQiXTCfxncTK1UMn,Aaron Hall
1LsXqDdYVyONhrjAORENbu,Kaoma
10i8e4CH1K0Nf4XECvAcTd,100 Proof Aged In Soul
6meQXl5saAZt5MZnQcKCWF,The Gaylords
757aE44tKEUQEqRuT6GnEB,Roddy Ricch
2hlmm7s2ICUX0LVIhVFlZQ,Gunna
2mDUt0bSAdmgG3WQMhLJz9,Peter Brown
3aYT0KVT8R4CypWXkoV548,Noel
0XKOBt59crntr7HQXXO8Yz,Brooks & Dunn
